show_id,type,title,country,date_added,release_year,rating,description,genre1,genre2,genre3,duration_numeric
s7041,Movie,I Am Not Madame Bovary,China,2/9/2017,2016,TV-14,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",Comedies, Dramas, International Movies,139
s7042,Movie,I Am Sun Mu,"China, South Korea, United States",1/2/2017,2015,NR,A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.,Documentaries, International Movies, International Movies,88
s7043,Movie,I Am Vengeance,United Kingdom,22-12-2018,2018,R,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge.",Action & Adventure, International Movies, International Movies,93
s7044,Movie,I Am Wrath,United States,16-09-2019,2016,R,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",Action & Adventure, Dramas, International Movies,91
s7045,Movie,I Don't Know How She Does It,United States,23-03-2019,2011,PG-13,"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance.",Comedies, Dramas, International Movies,89
s7046,Movie,I Dream Of Dance,United States,31-01-2019,2017,TV-14,Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition.,Children & Family Movies, Documentaries, International Movies,106
s7047,Movie,I Fine... Thank You... Love You,Thailand,5/9/2018,2014,TV-14,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",Comedies, International Movies, Romantic Movies,116
s7048,Movie,"I, Daniel Blake","United Kingdom, France, Belgium",19-04-2019,2016,R,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight.",Dramas, Independent Movies, Romantic Movies,100
s7049,Movie,I'll See You in My Dreams,United States,22-10-2019,2015,PG-13,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves.",Comedies, Dramas, Independent Movies,96
s7050,Movie,I'm in Love with a Church Girl,United States,1/10/2017,2013,PG,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path.",Dramas, Faith & Spirituality, Romantic Movies,119
s7051,TV Show,I'm Sorry,United States,13-09-2019,2019,TV-MA,"Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth.",TV Comedies, Faith & Spirituality, Romantic Movies,1500
s7052,Movie,Ice Guardians,"Canada, Ireland, United States",1/10/2017,2016,TV-MA,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys.",Documentaries, International Movies, Sports Movies,108
s7053,Movie,Iceman,"China, Hong Kong",23-01-2018,2014,R,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle.",Action & Adventure, International Movies, Sci-Fi & Fantasy,104
s7054,Movie,Ideachi Kalpana,India,1/1/2018,2010,TV-14,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner.",Comedies, International Movies, Romantic Movies,124
s7055,TV Show,Idiotest,United States,15-12-2018,2014,TV-PG,Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.,Reality TV, TV Comedies, Romantic Movies,750
s7056,Movie,Igor,"United States, France",1/9/2019,2008,PG,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.",Children & Family Movies, TV Comedies, Romantic Movies,87
s7057,Movie,Iliza Shlesinger: War Paint,United States,1/9/2013,2013,NR,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas.",Stand-Up Comedy, TV Comedies, Romantic Movies,75
s7058,Movie,Imagine That,"United States, Germany",7/12/2019,2009,PG,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",Children & Family Movies, Comedies, Sci-Fi & Fantasy,108
s7059,Movie,Immoral Tales,France,6/6/2019,1974,UR,"This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects.",Dramas, International Movies, Romantic Movies,103
s7060,TV Show,In Between,Taiwan,1/1/2017,2012,TV-14,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.,International TV Shows, Romantic TV Shows, TV Comedies,750
s7061,Movie,In Search of Fellini,United States,19-03-2018,2017,R,A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.,Action & Adventure, Dramas, TV Comedies,103
s7062,Movie,In The Deep,"United Kingdom, United States, Dominican Republic",10/1/2018,2017,PG-13,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby.",Horror Movies, International Movies, Thrillers,89
s7063,Movie,Incir Receli 2,Turkey,10/3/2017,2014,TV-14,"Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart.",Dramas, International Movies, Romantic Movies,103
s7064,Movie,Incoming,"Serbia, United States",26-10-2018,2019,TV-MA,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.",Action & Adventure, Sci-Fi & Fantasy, Romantic Movies,89
s7065,Movie,Incomplete,India,8/4/2017,2017,TV-MA,"A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union.",Dramas, International Movies, Romantic Movies,119
s7066,Movie,Inconceivable,"United Kingdom, United States",1/3/2018,2017,R,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.,Thrillers, International Movies, Romantic Movies,106
s7067,Movie,Incorruptible,"United States, Senegal",1/9/2017,2015,TV-MA,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections.",Documentaries, International Movies, Romantic Movies,90
s7068,Movie,Incredibles 2 (Spanish Version),United States,8/2/2019,2018,PG,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",Children & Family Movies, Comedies, Romantic Movies,118
s7069,Movie,INDIA,India,17-02-2017,2014,NR,"A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.",Dramas, Independent Movies, International Movies,95
s7070,TV Show,India: Nature's Wonderland,United Kingdom,1/3/2017,2015,TV-PG,Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.,British TV Shows, Docuseries, Science & Nature TV,750
s7071,Movie,Indiana Jones and the Kingdom of the Crystal Skull,United States,1/1/2019,2008,PG-13,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy,123
s7072,Movie,Indiana Jones and the Last Crusade,United States,1/1/2019,1989,PG-13,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",Action & Adventure, Children & Family Movies, Classic Movies,127
s7073,Movie,Indiana Jones and the Raiders of the Lost Ark,United States,1/1/2019,1981,PG,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",Action & Adventure, Children & Family Movies, Classic Movies,116
s7074,Movie,Indiana Jones and the Temple of Doom,United States,1/1/2019,1984,PG,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.",Action & Adventure, Children & Family Movies, Classic Movies,119
s7075,Movie,Indiscretion,United States,1/2/2017,2016,TV-MA,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession.",Dramas, Thrillers, Classic Movies,99
s7076,Movie,Inequality for All,United States,29-08-2018,2013,PG,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.,Documentaries, Thrillers, Classic Movies,90
s7077,Movie,Influx,United Kingdom,1/4/2018,2016,TV-PG,Italians in London reveal the ups and downs of immigration and touch upon their uneasiness about leaving behind their crisis-ridden homeland.,Documentaries, International Movies, Classic Movies,90
s7078,Movie,Inglourious Basterds,"Germany, United States",22-07-2019,2009,R,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",Action & Adventure, International Movies, Classic Movies,153
s7079,Movie,Inkheart,"Germany, United Kingdom, United States",1/7/2019,2008,PG,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy,106
s7080,Movie,Insan,India,1/3/2018,2005,TV-14,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever.",Action & Adventure, Dramas, International Movies,141
s7081,TV Show,Inside The Freemasons,United Kingdom,15-09-2018,2017,TV-MA,"Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition.",British TV Shows, Docuseries, International TV Shows,750
s7082,TV Show,Inside the Mind of a Serial Killer,United States,1/7/2019,2015,TV-14,"Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers.",Crime TV Shows, Docuseries, International TV Shows,750
s7083,TV Show,Inside the Mossad,Israel,29-01-2019,2017,TV-14,"In this documentary, dozens of former agents from the Mossad, Israel's foreign intelligence agency, reveal their top-secret operations.",Docuseries, International TV Shows, International TV Shows,750
s7084,TV Show,Inst@famous,United Kingdom,31-12-2018,2018,TV-MA,Self-made social media celebrities share the stories of how they built their online empires and where they plan to take their unexpected fame next.,Reality TV, International TV Shows, International TV Shows,750
s7085,Movie,Instructions Not Included,Mexico,1/1/2020,2013,PG-13,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",Comedies, Dramas, International Movies,122
s7086,TV Show,Intelligence,Canada,19-07-2017,2007,TV-MA,Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.,Crime TV Shows, TV Dramas, International Movies,1500
s7087,Movie,Internet Famous,United States,21-07-2016,2016,TV-14,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.,Comedies, TV Dramas, International Movies,87
s7088,Movie,Into the Forest,Canada,7/11/2018,2015,R,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse.",Dramas, International Movies, Sci-Fi & Fantasy,102
s7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Japan,1/9/2017,2004,TV-PG,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",Action & Adventure, Anime Features, International Movies,88
s7090,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Japan,1/9/2017,2003,TV-14,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,Action & Adventure, Anime Features, International Movies,99
s7091,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Japan,1/9/2017,2002,TV-14,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",Action & Adventure, Anime Features, International Movies,99
s7092,Movie,Invictus,United States,1/11/2019,2009,PG-13,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",Dramas, Sports Movies, International Movies,134
s7093,Movie,Invisible Essence: The Little Prince,Canada,14-01-2019,2018,TV-PG,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide.",Documentaries, Sports Movies, International Movies,91
s7094,Movie,Inxeba,"South Africa, Germany, Netherlands, France",1/2/2018,2017,TV-MA,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.",Dramas, Independent Movies, International Movies,88
s7095,Movie,Iqbal,India,1/3/2018,2006,TV-Y7,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.,Dramas, Independent Movies, International Movies,127
s7096,Movie,Irada Pakka,India,15-03-2018,2010,TV-14,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.",Comedies, Dramas, International Movies,137
s7097,Movie,Iron Cowboy: The Story of the 50.50.50,United States,19-07-2019,2018,TV-14,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.",Documentaries, Sports Movies, International Movies,77
s7098,Movie,Iron Man & Captain America: Heroes United,United States,12/10/2014,2014,PG,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",Children & Family Movies, Sci-Fi & Fantasy, International Movies,71
s7099,TV Show,Iron Man: Armored Adventures,"Canada, United States, United Kingdom, France, Luxembourg",1/8/2020,2011,TV-Y7,Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.,Kids' TV, Sci-Fi & Fantasy, International Movies,1500
s7100,Movie,Ishqedarriyaan,India,1/3/2018,2015,TV-14,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.,Dramas, International Movies, Romantic Movies,130
s7101,TV Show,Islands of the Future,United Kingdom,1/3/2017,2014,TV-PG,"Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy.",Docuseries, International TV Shows, Science & Nature TV,750
s7102,TV Show,마녀사냥,South Korea,19-02-2018,2015,TV-MA,"Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.",International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows,750
s7103,Movie,Issaq,India,1/3/2018,2013,TV-MA,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.,Dramas, International Movies, Music & Musicals,140
s7104,Movie,It Takes Two,United States,20-11-2019,1995,PG,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",Children & Family Movies, Comedies, Music & Musicals,101
s7105,Movie,It's Fine,United States,3/5/2019,2012,TV-14,"When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention.",Comedies, International Movies, Music & Musicals,101
s7106,Movie,It's Now or Never,Spain,1/3/2016,2015,TV-MA,"When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.",Comedies, International Movies, Romantic Movies,91
s7107,Movie,"It's Okay, Buddy",Egypt,6/6/2019,2017,TV-14,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.,Comedies, International Movies, Music & Musicals,84
s7108,Movie,Iverson,United States,1/4/2016,2014,NR,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport.",Documentaries, Sports Movies, Music & Musicals,88
s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,United States,1/9/2018,2018,TV-Y7,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.",Children & Family Movies, Sports Movies, Music & Musicals,68
s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,India,31-12-2019,2006,TV-14,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",Dramas, International Movies, Romantic Movies,163
s7111,Movie,Jack and the Cuckoo-Clock Heart,"France, Belgium",8/2/2017,2013,PG,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.",Children & Family Movies, Music & Musicals, Romantic Movies,93
s7112,Movie,Jack of all Trades,Canada,16-07-2019,2018,TV-MA,"Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.",Documentaries, Sports Movies, Romantic Movies,86
s7113,TV Show,Jack Taylor,"United States, Ireland",31-03-2013,2016,TV-MA,Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.,Crime TV Shows, International TV Shows, TV Dramas,750
s7114,Movie,Jackie Brown,United States,1/8/2019,1997,R,"When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",Dramas, Thrillers, TV Dramas,154
s7115,Movie,Jackpot,Vietnam,6/10/2018,2015,TV-14,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,Comedies, Dramas, International Movies,92
s7116,Movie,Jail,India,31-12-2019,2009,TV-14,"Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.",Dramas, International Movies, International Movies,132
s7117,Movie,Jake's Buccaneer Blast,India,6/8/2017,2014,TV-Y,"Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land.",Movies, International Movies, International Movies,22
s7118,Movie,Jal,India,15-10-2017,2013,TV-14,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,Dramas, Independent Movies, International Movies,132
s7119,Movie,Jalpari: The Desert Mermaid,India,19-05-2018,2012,TV-14,"When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",Dramas, Independent Movies, International Movies,94
s7120,Movie,Janaan,Pakistan,15-09-2017,2016,TV-14,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.",Comedies, Dramas, International Movies,132
s7121,TV Show,Japanese Style Originator,Japan,1/5/2017,2008,TV-G,"Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.",International TV Shows, Stand-Up Comedy & Talk Shows, International Movies,750
s7122,Movie,Jay and Silent Bob Strike Back,United States,1/1/2019,2001,R,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",Comedies, Cult Movies, International Movies,105
s7123,Movie,Jealousy and medicine,Poland,1/10/2019,1973,TV-MA,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.",Dramas, International Movies, Romantic Movies,97
s7124,TV Show,Jeopardy!,United States,18-12-2020,2019,TV-G,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.",Reality TV, International Movies, Romantic Movies,1500
s7125,Movie,Jeremy Scott: The People's Designer,United States,1/4/2016,2015,PG-13,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.,Documentaries, International Movies, Romantic Movies,109
s7126,TV Show,Jericho,United States,16-08-2017,2008,TV-14,"Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos.",Classic & Cult TV, TV Action & Adventure, TV Dramas,1500
s7127,Movie,Jersey Boys,United States,1/1/2019,2014,R,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",Dramas, Music & Musicals, TV Dramas,134
s7128,Movie,Jesus: Countdown to Calvary,"Ireland, United States, France",1/4/2019,2018,TV-14,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.,Documentaries, Faith & Spirituality, TV Dramas,53
s7129,Movie,Jewel's Catch One,United States,1/5/2018,2016,TV-MA,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",Documentaries, LGBTQ Movies, TV Dramas,84
s7130,TV Show,Jhansi Ki Rani,India,1/6/2017,2009,TV-14,"In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.",International TV Shows, TV Dramas, TV Dramas,750
s7131,Movie,Jimi Hendrix,United States,1/11/2019,1973,R,"Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.",Documentaries, Music & Musicals, TV Dramas,102
s7132,TV Show,JingleKids,Russia,1/4/2019,2017,TV-Y7,"In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures.",Kids' TV, Music & Musicals, TV Dramas,750
s7133,Movie,Jiro Dreams of Sushi,United States,5/6/2019,2011,PG,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.",Documentaries, Music & Musicals, TV Dramas,79
s7134,Movie,Jis Desh Men Ganga Behti Hai,United States,31-12-2019,1960,TV-14,"Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities.",Action & Adventure, Dramas, International Movies,181
s7135,Movie,Joe Cocker: Mad Dog with Soul,United Kingdom,1/4/2017,2017,TV-14,"From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker.",Documentaries, International Movies, Music & Musicals,90
s7136,Movie,John & Jane,India,15-08-2016,2005,TV-14,Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.,Documentaries, International Movies, Music & Musicals,79
s7137,Movie,John Carter,United States,2/5/2019,2012,PG-13,"One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",Action & Adventure, Sci-Fi & Fantasy, Music & Musicals,133
s7138,Movie,John Day,India,31-12-2019,2013,TV-MA,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud.",International Movies, Thrillers, Music & Musicals,125
s7139,Movie,John Mellencamp: Plain Spoken,India,1/2/2018,2017,TV-MA,Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.,Documentaries, Music & Musicals, Music & Musicals,80
s7140,Movie,Jonathan,United States,16-04-2019,2018,TV-MA,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.",Dramas, Independent Movies, Sci-Fi & Fantasy,101
s7141,TV Show,Jonathan Strange & Mr Norrell,United Kingdom,25-08-2016,2015,TV-14,"In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.",British TV Shows, TV Dramas, TV Sci-Fi & Fantasy,750
s7142,Movie,Jora 10 Numbaria,India,1/1/2018,2017,TV-MA,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",Action & Adventure, International Movies, TV Sci-Fi & Fantasy,135
s7143,TV Show,Juana Brava,Chile,20-03-2017,2015,TV-MA,"After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.",International TV Shows, Spanish-Language TV Shows, TV Dramas,750
s7144,TV Show,Juana Inés,Mexico,27-01-2017,2016,TV-14,"Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.",International TV Shows, Spanish-Language TV Shows, TV Dramas,750
s7145,Movie,Judwaa,India,31-12-2019,1997,TV-14,"Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past.",Comedies, International Movies, Romantic Movies,133
s7146,Movie,Judy Moody and the Not Bummer Summer,United States,8/8/2019,2011,PG,"In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.",Children & Family Movies, Comedies, Romantic Movies,91
s7147,Movie,Jugaad,United States,15-09-2018,2017,TV-14,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.",Documentaries, Comedies, Romantic Movies,52
s7148,Movie,Julie & Julia,United States,1/1/2021,2009,PG-13,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",Comedies, Dramas, Romantic Movies,123
s7149,TV Show,Julius Jr.,United States,1/1/2021,2014,TV-Y,Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.,Kids' TV, Dramas, Romantic Movies,1500
s7150,Movie,Jumping the Broom,United States,1/11/2020,2011,PG-13,"After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash.",Comedies, Romantic Movies, Romantic Movies,113
s7151,Movie,Junebug,United States,1/3/2019,2005,R,"When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.",Comedies, Dramas, Independent Movies,107
s7152,Movie,Jupiter Ascending,"United States, Australia",1/8/2019,2015,PG-13,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,Action & Adventure, Sci-Fi & Fantasy, Independent Movies,128
s7153,Movie,Just Friends,"Germany, United States, Canada",1/9/2019,2005,PG-13,"Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.",Comedies, Romantic Movies, Independent Movies,94
s7154,Movie,"Justice, My Foot!",Hong Kong,31-08-2018,1992,TV-14,Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.,Action & Adventure, Comedies, International Movies,95
s7155,Movie,Justin Bieber: Never Say Never,United States,1/1/2018,2011,G,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",Documentaries, Music & Musicals, International Movies,106
s7156,TV Show,K,Japan,1/12/2016,2012,TV-MA,"A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.",Anime Series, Crime TV Shows, International TV Shows,750
s7157,Movie,K-19: The Widowmaker,"United Kingdom, Germany, Canada, United States",21-11-2019,2002,PG-13,"On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",Action & Adventure, Dramas, International TV Shows,138
s7158,TV Show,Kaçak,Turkey,26-12-2016,2013,TV-14,A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.,Crime TV Shows, International TV Shows, TV Action & Adventure,750
s7159,Movie,Kaabil,India,25-06-2017,2017,TV-14,"The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.",Dramas, International Movies, TV Action & Adventure,139
s7160,Movie,Kaakan,India,1/3/2018,2015,TV-PG,"Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.",Dramas, International Movies, Romantic Movies,132
s7161,Movie,Kaalia,India,31-12-2019,1981,TV-14,"Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",Action & Adventure, Dramas, International Movies,173
s7162,Movie,Kaaliyan,India,1/8/2018,2017,TV-PG,"An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.",Dramas, International Movies, International Movies,105
s7163,Movie,Kabali (Hindi Version),India,15-12-2017,2016,TV-MA,"In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family.",Action & Adventure, Dramas, International Movies,148
s7164,Movie,Kacche Dhaagey,India,1/11/2017,2016,TV-14,"While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste.",Dramas, International Movies, Romantic Movies,120
s7165,Movie,Kahlil Gibran's The Prophet,"United States, France, Canada, Lebanon, Qatar",1/10/2017,2014,PG,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,Children & Family Movies, Dramas, Romantic Movies,85
s7166,Movie,Kajraare,India,22-10-2017,2010,TV-14,"A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",Dramas, International Movies, Music & Musicals,113
